Instant,Riders,Season,Month,Hour,Holiday,Weekday,Workday,Weather,Temperature,Humidity,Wind,Year,Day,Date,Month_Name,Season_Name,Day_of_Week,Weather_Name_Type
5419,245,3,8,16,0,4,1,1,90,0.46,0.3582,2011,18,2011-08-18,Aug,Summer,Thu,Sunny
5420,409,3,8,17,0,4,1,3,90,0.46,0.2985,2011,18,2011-08-18,Aug,Summer,Thu,Rainy
5421,274,3,8,18,0,4,1,3,86,0.55,0.2537,2011,18,2011-08-18,Aug,Summer,Thu,Rainy
5422,141,3,8,19,0,4,1,1,75,0.83,0.1045,2011,18,2011-08-18,Aug,Summer,Thu,Sunny
5423,165,3,8,20,0,4,1,1,75,0.83,0.1045,2011,18,2011-08-18,Aug,Summer,Thu,Sunny
5424,149,3,8,21,0,4,1,2,79,0.79,0.0,2011,18,2011-08-18,Aug,Summer,Thu,Cloudy
5425,135,3,8,22,0,4,1,2,82,0.74,0.1045,2011,18,2011-08-18,Aug,Summer,Thu,Cloudy
5426,114,3,8,23,0,4,1,2,82,0.74,0.1343,2011,18,2011-08-18,Aug,Summer,Thu,Cloudy
5427,62,3,8,0,0,5,1,3,79,0.69,0.194,2011,19,2011-08-19,Aug,Summer,Fri,Rainy
5428,20,3,8,1,0,5,1,3,72,0.89,0.0,2011,19,2011-08-19,Aug,Summer,Fri,Rainy
5429,8,3,8,2,0,5,1,3,72,0.83,0.0,2011,19,2011-08-19,Aug,Summer,Fri,Rainy
5430,3,3,8,3,0,5,1,1,73,0.78,0.0,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5431,8,3,8,4,0,5,1,1,72,0.83,0.0,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5432,17,3,8,5,0,5,1,1,72,0.83,0.0,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5433,93,3,8,6,0,5,1,1,72,0.83,0.0,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5434,263,3,8,7,0,5,1,2,75,0.83,0.0896,2011,19,2011-08-19,Aug,Summer,Fri,Cloudy
5435,398,3,8,8,0,5,1,2,75,0.83,0.0,2011,19,2011-08-19,Aug,Summer,Fri,Cloudy
5436,218,3,8,9,0,5,1,1,81,0.65,0.1343,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5437,165,3,8,10,0,5,1,1,84,0.62,0.0896,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5438,165,3,8,11,0,5,1,2,84,0.66,0.0896,2011,19,2011-08-19,Aug,Summer,Fri,Cloudy
5439,222,3,8,12,0,5,1,2,84,0.62,0.0896,2011,19,2011-08-19,Aug,Summer,Fri,Cloudy
5440,232,3,8,13,0,5,1,2,88,0.62,0.194,2011,19,2011-08-19,Aug,Summer,Fri,Cloudy
5441,220,3,8,14,0,5,1,1,90,0.55,0.194,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5442,222,3,8,15,0,5,1,1,91,0.49,0.1045,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5443,327,3,8,16,0,5,1,1,91,0.49,0.0,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5444,527,3,8,17,0,5,1,1,88,0.58,0.5224,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5445,425,3,8,18,0,5,1,1,88,0.58,0.5224,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5446,165,3,8,19,0,5,1,3,73,0.73,0.4627,2011,19,2011-08-19,Aug,Summer,Fri,Rainy
5447,58,3,8,20,0,5,1,3,72,0.83,0.2985,2011,19,2011-08-19,Aug,Summer,Fri,Rainy
5448,107,3,8,21,0,5,1,1,72,0.83,0.1343,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5449,122,3,8,22,0,5,1,1,68,0.88,0.1343,2011,19,2011-08-19,Aug,Summer,Fri,Sunny
5450,106,3,8,23,0,5,1,2,68,0.88,0.0896,2011,19,2011-08-19,Aug,Summer,Fri,Cloudy
5451,128,3,8,0,0,6,0,1,68,0.88,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5452,47,3,8,1,0,6,0,1,72,0.83,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5453,69,3,8,2,0,6,0,1,73,0.78,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5454,51,3,8,3,0,6,0,1,73,0.78,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5455,7,3,8,4,0,6,0,2,68,0.88,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Cloudy
5456,8,3,8,5,0,6,0,1,70,0.83,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5457,24,3,8,6,0,6,0,2,70,0.83,0.1343,2011,20,2011-08-20,Aug,Summer,Sat,Cloudy
5458,44,3,8,7,0,6,0,1,72,0.83,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5459,133,3,8,8,0,6,0,1,77,0.69,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5460,190,3,8,9,0,6,0,1,81,0.65,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5461,306,3,8,10,0,6,0,1,84,0.62,0.1045,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5462,338,3,8,11,0,6,0,1,82,0.58,0.0,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5463,409,3,8,12,0,6,0,1,84,0.58,0.1343,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5464,378,3,8,13,0,6,0,1,86,0.55,0.1343,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5465,375,3,8,14,0,6,0,1,91,0.49,0.194,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5466,390,3,8,15,0,6,0,1,90,0.43,0.194,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5467,373,3,8,16,0,6,0,1,90,0.46,0.194,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5468,383,3,8,17,0,6,0,1,91,0.49,0.194,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5469,394,3,8,18,0,6,0,1,88,0.58,0.2537,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5470,291,3,8,19,0,6,0,1,84,0.62,0.194,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5471,248,3,8,20,0,6,0,1,84,0.62,0.2239,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5472,225,3,8,21,0,6,0,1,84,0.7,0.2239,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5473,223,3,8,22,0,6,0,2,82,0.74,0.194,2011,20,2011-08-20,Aug,Summer,Sat,Cloudy
5474,157,3,8,23,0,6,0,1,82,0.74,0.1343,2011,20,2011-08-20,Aug,Summer,Sat,Sunny
5475,74,3,8,0,0,0,0,1,82,0.74,0.194,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5476,86,3,8,1,0,0,0,1,79,0.79,0.2239,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5477,64,3,8,2,0,0,0,1,79,0.79,0.194,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5478,51,3,8,3,0,0,0,1,75,0.83,0.2239,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5479,6,3,8,4,0,0,0,1,79,0.83,0.2239,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5480,8,3,8,5,0,0,0,1,73,0.89,0.2985,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5481,14,3,8,6,0,0,0,1,73,0.89,0.2836,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5482,31,3,8,7,0,0,0,1,79,0.83,0.2985,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5483,92,3,8,8,0,0,0,1,82,0.79,0.2239,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5484,231,3,8,9,0,0,0,1,86,0.74,0.2239,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5485,274,3,8,10,0,0,0,1,88,0.74,0.2537,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5486,313,3,8,11,0,0,0,1,97,0.63,0.2836,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5487,374,3,8,12,0,0,0,1,99,0.59,0.2836,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5488,310,3,8,13,0,0,0,1,95,0.59,0.4179,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5489,235,3,8,14,0,0,0,3,82,0.79,0.3881,2011,21,2011-08-21,Aug,Summer,Sun,Rainy
5490,68,3,8,15,0,0,0,1,82,0.84,0.2836,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5491,258,3,8,16,0,0,0,1,86,0.79,0.1642,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5492,270,3,8,17,0,0,0,1,86,0.79,0.1343,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5493,311,3,8,18,0,0,0,1,86,0.79,0.2537,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5494,282,3,8,19,0,0,0,1,84,0.7,0.2537,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5495,181,3,8,20,0,0,0,1,82,0.79,0.2537,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5496,138,3,8,21,0,0,0,1,82,0.79,0.2537,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5497,134,3,8,22,0,0,0,2,82,0.79,0.194,2011,21,2011-08-21,Aug,Summer,Sun,Cloudy
5498,68,3,8,23,0,0,0,1,82,0.74,0.1642,2011,21,2011-08-21,Aug,Summer,Sun,Sunny
5499,40,3,8,0,0,1,1,1,79,0.79,0.1642,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5500,21,3,8,1,0,1,1,1,79,0.79,0.0896,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5501,8,3,8,2,0,1,1,2,81,0.65,0.1045,2011,22,2011-08-22,Aug,Summer,Mon,Cloudy
5502,5,3,8,3,0,1,1,3,81,0.65,0.1343,2011,22,2011-08-22,Aug,Summer,Mon,Rainy
5503,12,3,8,4,0,1,1,1,79,0.65,0.194,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5504,24,3,8,5,0,1,1,1,77,0.65,0.3582,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5505,112,3,8,6,0,1,1,1,77,0.61,0.2985,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5506,281,3,8,7,0,1,1,1,77,0.61,0.3284,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5507,351,3,8,8,0,1,1,1,77,0.61,0.3284,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5508,187,3,8,9,0,1,1,1,79,0.54,0.2537,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5509,121,3,8,10,0,1,1,1,81,0.48,0.2836,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5510,131,3,8,11,0,1,1,1,81,0.34,0.3284,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5511,207,3,8,12,0,1,1,1,81,0.35,0.3881,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5512,205,3,8,13,0,1,1,1,81,0.3,0.4627,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5513,225,3,8,14,0,1,1,1,81,0.3,0.3881,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5514,199,3,8,15,0,1,1,1,81,0.3,0.2985,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5515,320,3,8,16,0,1,1,1,81,0.3,0.3881,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5516,591,3,8,17,0,1,1,1,81,0.27,0.3284,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5517,609,3,8,18,0,1,1,1,81,0.28,0.2985,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5518,416,3,8,19,0,1,1,1,79,0.3,0.2836,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5519,268,3,8,20,0,1,1,1,77,0.34,0.194,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5520,208,3,8,21,0,1,1,1,77,0.38,0.194,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5521,153,3,8,22,0,1,1,1,77,0.38,0.2985,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5522,64,3,8,23,0,1,1,1,77,0.41,0.2537,2011,22,2011-08-22,Aug,Summer,Mon,Sunny
5523,35,3,8,0,0,2,1,1,77,0.43,0.194,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5524,19,3,8,1,0,2,1,1,68,0.49,0.194,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5525,6,3,8,2,0,2,1,1,66,0.52,0.194,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5526,6,3,8,3,0,2,1,1,66,0.52,0.2836,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5527,5,3,8,4,0,2,1,1,64,0.56,0.1642,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5528,36,3,8,5,0,2,1,1,64,0.56,0.194,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5529,114,3,8,6,0,2,1,1,64,0.6,0.194,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5530,344,3,8,7,0,2,1,1,77,0.49,0.194,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5531,504,3,8,8,0,2,1,2,77,0.5,0.0,2011,23,2011-08-23,Aug,Summer,Tue,Cloudy
5532,225,3,8,9,0,2,1,2,77,0.44,0.0,2011,23,2011-08-23,Aug,Summer,Tue,Cloudy
5533,148,3,8,10,0,2,1,1,79,0.37,0.0,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5534,186,3,8,11,0,2,1,1,79,0.34,0.1045,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5535,237,3,8,12,0,2,1,1,79,0.39,0.0896,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5536,234,3,8,13,0,2,1,1,81,0.3,0.1045,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5537,651,3,8,14,0,2,1,1,81,0.3,0.0896,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5538,601,3,8,15,0,2,1,1,81,0.34,0.2239,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5539,444,3,8,16,0,2,1,1,81,0.32,0.1343,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5540,472,3,8,17,0,2,1,1,81,0.34,0.2239,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5541,519,3,8,18,0,2,1,1,81,0.34,0.194,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5542,367,3,8,19,0,2,1,1,77,0.5,0.2239,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5543,260,3,8,20,0,2,1,1,77,0.53,0.2537,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5544,211,3,8,21,0,2,1,1,77,0.57,0.0,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5545,191,3,8,22,0,2,1,1,77,0.57,0.1343,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5546,80,3,8,23,0,2,1,1,75,0.61,0.1343,2011,23,2011-08-23,Aug,Summer,Tue,Sunny
5547,38,3,8,0,0,3,1,1,77,0.57,0.1343,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5548,24,3,8,1,0,3,1,1,75,0.6,0.1045,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5549,6,3,8,2,0,3,1,1,68,0.68,0.1343,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5550,1,3,8,3,0,3,1,1,68,0.68,0.1343,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5551,7,3,8,4,0,3,1,1,66,0.73,0.1045,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5552,27,3,8,5,0,3,1,1,66,0.73,0.1045,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5553,108,3,8,6,0,3,1,1,66,0.73,0.0,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5554,308,3,8,7,0,3,1,1,75,0.64,0.0896,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5555,468,3,8,8,0,3,1,1,75,0.69,0.1343,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5556,213,3,8,9,0,3,1,1,75,0.69,0.2537,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5557,146,3,8,10,0,3,1,1,81,0.58,0.2836,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5558,185,3,8,11,0,3,1,1,82,0.54,0.2985,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5559,235,3,8,12,0,3,1,1,84,0.55,0.3284,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5560,236,3,8,13,0,3,1,1,84,0.48,0.4179,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5561,204,3,8,14,0,3,1,1,84,0.48,0.4179,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5562,204,3,8,15,0,3,1,1,84,0.48,0.4478,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5563,271,3,8,16,0,3,1,1,86,0.52,0.4179,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5564,567,3,8,17,0,3,1,1,86,0.52,0.3582,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5565,621,3,8,18,0,3,1,1,84,0.55,0.2985,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5566,440,3,8,19,0,3,1,1,84,0.55,0.2985,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5567,334,3,8,20,0,3,1,1,82,0.58,0.2985,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5568,236,3,8,21,0,3,1,1,81,0.61,0.3582,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5569,181,3,8,22,0,3,1,1,81,0.65,0.3582,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5570,70,3,8,23,0,3,1,1,79,0.69,0.2985,2011,24,2011-08-24,Aug,Summer,Wed,Sunny
5571,52,3,8,0,0,4,1,1,79,0.74,0.2985,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5572,15,3,8,1,0,4,1,1,79,0.69,0.3881,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5573,5,3,8,2,0,4,1,1,79,0.69,0.3881,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5574,4,3,8,3,0,4,1,1,77,0.74,0.3284,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5575,7,3,8,4,0,4,1,1,75,0.78,0.3881,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5576,26,3,8,5,0,4,1,1,75,0.83,0.4179,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5577,102,3,8,6,0,4,1,1,75,0.83,0.3284,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5578,313,3,8,7,0,4,1,2,79,0.79,0.3284,2011,25,2011-08-25,Aug,Summer,Thu,Cloudy
5579,484,3,8,8,0,4,1,2,82,0.74,0.2985,2011,25,2011-08-25,Aug,Summer,Thu,Cloudy
5580,162,3,8,9,0,4,1,2,84,0.7,0.2985,2011,25,2011-08-25,Aug,Summer,Thu,Cloudy
5581,142,3,8,10,0,4,1,2,86,0.66,0.2985,2011,25,2011-08-25,Aug,Summer,Thu,Cloudy
5582,151,3,8,11,0,4,1,3,82,0.79,0.0,2011,25,2011-08-25,Aug,Summer,Thu,Rainy
5583,41,3,8,12,0,4,1,3,82,0.79,0.0,2011,25,2011-08-25,Aug,Summer,Thu,Rainy
5584,37,3,8,13,0,4,1,1,82,0.79,0.1045,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5585,113,3,8,14,0,4,1,2,86,0.74,0.0,2011,25,2011-08-25,Aug,Summer,Thu,Cloudy
5586,132,3,8,15,0,4,1,2,86,0.7,0.0,2011,25,2011-08-25,Aug,Summer,Thu,Cloudy
5587,121,3,8,16,0,4,1,1,88,0.84,0.0,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5588,312,3,8,17,0,4,1,1,88,0.84,0.0,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5589,408,3,8,18,0,4,1,2,88,0.84,0.1343,2011,25,2011-08-25,Aug,Summer,Thu,Cloudy
5590,272,3,8,19,0,4,1,2,75,0.78,0.3284,2011,25,2011-08-25,Aug,Summer,Thu,Cloudy
5591,225,3,8,20,0,4,1,1,73,0.78,0.3582,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5592,187,3,8,21,0,4,1,1,73,0.78,0.2836,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5593,147,3,8,22,0,4,1,1,72,0.83,0.0,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5594,84,3,8,23,0,4,1,1,72,0.83,0.0896,2011,25,2011-08-25,Aug,Summer,Thu,Sunny
5595,51,3,8,0,0,5,1,1,72,0.83,0.1343,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5596,23,3,8,1,0,5,1,1,72,0.83,0.0,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5597,20,3,8,2,0,5,1,1,70,0.88,0.1343,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5598,11,3,8,3,0,5,1,1,68,0.88,0.1045,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5599,8,3,8,4,0,5,1,1,70,0.88,0.0,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5600,26,3,8,5,0,5,1,2,70,0.88,0.0,2011,26,2011-08-26,Aug,Summer,Fri,Cloudy
5601,105,3,8,6,0,5,1,1,70,0.88,0.0,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5602,266,3,8,7,0,5,1,1,72,0.83,0.0,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5603,404,3,8,8,0,5,1,1,75,0.83,0.1045,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5604,230,3,8,9,0,5,1,1,82,0.74,0.0,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5605,123,3,8,10,0,5,1,1,86,0.66,0.0896,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5606,214,3,8,11,0,5,1,2,88,0.62,0.0,2011,26,2011-08-26,Aug,Summer,Fri,Cloudy
5607,243,3,8,12,0,5,1,2,90,0.66,0.1045,2011,26,2011-08-26,Aug,Summer,Fri,Cloudy
5608,237,3,8,13,0,5,1,2,91,0.59,0.1045,2011,26,2011-08-26,Aug,Summer,Fri,Cloudy
5609,219,3,8,14,0,5,1,1,95,0.59,0.0,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5610,249,3,8,15,0,5,1,2,95,0.59,0.194,2011,26,2011-08-26,Aug,Summer,Fri,Cloudy
5611,343,3,8,16,0,5,1,1,91,0.62,0.1045,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5612,489,3,8,17,0,5,1,1,88,0.74,0.2537,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5613,410,3,8,18,0,5,1,2,88,0.74,0.1343,2011,26,2011-08-26,Aug,Summer,Fri,Cloudy
5614,290,3,8,19,0,5,1,1,86,0.79,0.1045,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5615,222,3,8,20,0,5,1,1,86,0.79,0.0896,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5616,190,3,8,21,0,5,1,1,86,0.79,0.1642,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5617,152,3,8,22,0,5,1,1,86,0.79,0.1045,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5618,136,3,8,23,0,5,1,1,82,0.84,0.0896,2011,26,2011-08-26,Aug,Summer,Fri,Sunny
5619,145,3,8,0,0,6,0,1,82,0.84,0.1045,2011,27,2011-08-27,Aug,Summer,Sat,Sunny
5620,64,3,8,1,0,6,0,1,82,0.84,0.1642,2011,27,2011-08-27,Aug,Summer,Sat,Sunny
5621,77,3,8,2,0,6,0,1,82,0.84,0.194,2011,27,2011-08-27,Aug,Summer,Sat,Sunny
5622,30,3,8,3,0,6,0,2,82,0.84,0.2239,2011,27,2011-08-27,Aug,Summer,Sat,Cloudy
5623,4,3,8,4,0,6,0,2,82,0.84,0.2239,2011,27,2011-08-27,Aug,Summer,Sat,Cloudy
5624,12,3,8,5,0,6,0,2,82,0.84,0.2985,2011,27,2011-08-27,Aug,Summer,Sat,Cloudy
5625,18,3,8,6,0,6,0,2,82,0.84,0.2985,2011,27,2011-08-27,Aug,Summer,Sat,Cloudy
5626,28,3,8,7,0,6,0,2,82,0.84,0.3582,2011,27,2011-08-27,Aug,Summer,Sat,Cloudy
5627,76,3,8,8,0,6,0,2,82,0.84,0.2537,2011,27,2011-08-27,Aug,Summer,Sat,Cloudy
5628,156,3,8,9,0,6,0,2,82,0.84,0.4179,2011,27,2011-08-27,Aug,Summer,Sat,Cloudy
5629,205,3,8,10,0,6,0,2,82,0.79,0.4627,2011,27,2011-08-27,Aug,Summer,Sat,Cloudy
5630,88,3,8,11,0,6,0,3,73,0.89,0.4179,2011,27,2011-08-27,Aug,Summer,Sat,Rainy
5631,76,3,8,12,0,6,0,3,75,0.83,0.4925,2011,27,2011-08-27,Aug,Summer,Sat,Rainy
5632,43,3,8,13,0,6,0,3,75,0.83,0.3881,2011,27,2011-08-27,Aug,Summer,Sat,Rainy
5633,23,3,8,14,0,6,0,3,72,0.89,0.5522,2011,27,2011-08-27,Aug,Summer,Sat,Rainy
5634,30,3,8,15,0,6,0,3,72,0.89,0.5522,2011,27,2011-08-27,Aug,Summer,Sat,Rainy
5635,24,3,8,16,0,6,0,3,72,0.89,0.5224,2011,27,2011-08-27,Aug,Summer,Sat,Rainy
5636,16,3,8,17,0,6,0,3,72,0.89,0.8358,2011,27,2011-08-27,Aug,Summer,Sat,Rainy
5637,1,3,8,7,0,0,0,3,72,0.83,0.3582,2011,28,2011-08-28,Aug,Summer,Sun,Rainy
5638,8,3,8,8,0,0,0,3,72,0.83,0.4179,2011,28,2011-08-28,Aug,Summer,Sun,Rainy
5639,53,3,8,9,0,0,0,1,77,0.74,0.4179,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5640,142,3,8,10,0,0,0,1,81,0.61,0.6119,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5641,237,3,8,11,0,0,0,1,81,0.58,0.3881,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5642,306,3,8,12,0,0,0,1,82,0.51,0.3881,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5643,431,3,8,13,0,0,0,1,84,0.45,0.3582,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5644,447,3,8,14,0,0,0,1,86,0.43,0.4179,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5645,469,3,8,15,0,0,0,1,86,0.43,0.3582,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5646,491,3,8,16,0,0,0,1,88,0.36,0.3881,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5647,398,3,8,17,0,0,0,1,84,0.4,0.2985,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5648,402,3,8,18,0,0,0,1,82,0.42,0.2239,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5649,387,3,8,19,0,0,0,1,82,0.48,0.1045,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5650,214,3,8,20,0,0,0,1,81,0.45,0.1045,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5651,186,3,8,21,0,0,0,1,77,0.61,0.1343,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5652,98,3,8,22,0,0,0,1,75,0.69,0.1045,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5653,64,3,8,23,0,0,0,1,73,0.73,0.1045,2011,28,2011-08-28,Aug,Summer,Sun,Sunny
5654,34,3,8,0,0,1,1,1,73,0.73,0.1045,2011,29,2011-08-29,Aug,Summer,Mon,Sunny
